TID,Item
T5830,yogurt
T5830,sugar
T5830,bottled water
T5830,light bulbs
T5831,whole milk
T5832,tropical fruit
T5832,whole milk
T5832,beverages
T5832,rolls
T5832,buns
T5833,pork
T5833,tropical fruit
T5833,yogurt
T5833,white bread
T5833,fruit
T5833,vegetable juice
T5834,root vegetables
T5834,other vegetables
T5834,specialty chocolate
T5835,citrus fruit
T5835,soda
T5835,misc. beverages
T5836,house keeping products
T5837,pip fruit
T5838,ham
T5838,pip fruit
T5838,yogurt
T5838,frozen meals
T5838,bottled water
T5838,soda
T5838,napkins
T5839,waffles
T5839,newspapers
T5840,beverages
T5840,UHT-milk
T5840,zwieback
T5840,misc. beverages
T5841,beverages
T5842,citrus fruit
T5842,pip fruit
T5842,berries
T5842,frozen fish
T5842,white bread
T5842,pastry
T5842,long life bakery product
T5842,waffles
T5842,specialty bar
T5842,newspapers
T5843,ice cream
T5843,white bread
T5843,red
T5843,blush wine
T5843,salty snack
T5843,chocolate
T5843,specialty chocolate
T5843,dental care
T5844,salty snack
T5844,chocolate
T5845,rolls
T5845,buns
T5846,white bread
T5846,brown bread
T5847,tropical fruit
T5847,pip fruit
T5847,berries
T5847,ice cream
T5847,white bread
T5848,chocolate
T5849,whole milk
T5849,frozen vegetables
T5849,pastry
T5849,cleaner
T5850,yogurt
T5851,coffee
T5851,red
T5851,blush wine
T5852,soda
T5853,butter milk
T5853,hard cheese
T5853,instant coffee
T5854,pork
T5854,root vegetables
T5854,other vegetables
T5854,pastry
T5855,condensed milk
T5855,tidbits
T5855,rolls
T5855,buns
T5855,coffee
T5855,bottled water
T5855,soda
T5855,misc. beverages
T5855,cake bar
T5856,sugar
T5856,coffee
T5857,frankfurter
T5857,sausage
T5857,onions
T5857,other vegetables
T5857,curd
T5857,dessert
T5857,condensed milk
T5857,soft cheese
T5857,rolls
T5857,buns
T5857,pastry
T5857,potato products
T5857,soda
T5857,rum
T5857,specialty chocolate
T5857,shopping bags
T5858,sausage
T5858,packaged fruit
T5858,vegetables
T5858,yogurt
T5858,rolls
T5858,buns
T5858,seasonal products
T5859,bottled water
T5860,sausage
T5860,beef
T5860,tropical fruit
T5860,root vegetables
T5860,other vegetables
T5860,whole milk
T5860,brown bread
T5860,newspapers
T5861,salty snack
T5862,light bulbs
T5863,onions
T5863,whole milk
T5863,canned beer
T5863,hygiene articles
T5863,shopping bags
T5864,tropical fruit
T5864,whole milk
T5864,yogurt
T5864,ice cream
T5864,bottled water
T5864,soda
T5864,hygiene articles
T5864,napkins
T5865,soups
T5865,canned vegetables
T5866,whole milk
T5867,bottled water
T5867,soda
T5867,female sanitary products
T5868,other vegetables
T5868,whole milk
T5868,brown bread
T5869,soda
T5869,bottled beer
T5869,liquor
T5870,frankfurter
T5870,other vegetables
T5871,domestic eggs
T5871,pastry
T5871,hygiene articles
T5872,curd cheese
T5872,bottled beer
T5873,butter
T5873,hard cheese
T5873,white bread
T5873,chocolate
T5873,candy
T5874,whole milk
T5874,cream cheese 
T5874,roll products 
T5874,napkins
T5874,dishes
T5874,cling film
T5874,bags
T5875,pastry
T5876,tropical fruit
T5876,oil
T5877,misc. beverages
T5877,canned beer
T5878,other vegetables
T5879,root vegetables
T5879,bottled beer
T5879,chocolate
T5880,ham
T5880,tropical fruit
T5880,dog food
T5880,soda
T5880,canned beer
T5881,rolls
T5881,buns
T5882,pastry
T5882,soda
T5883,fruit
T5883,vegetable juice
T5884,chewing gum
T5885,sausage
T5885,root vegetables
T5885,packaged fruit
T5885,vegetables
T5885,yogurt
T5885,frozen potato products
T5885,brown bread
T5885,soda
T5885,candy
T5886,other vegetables
T5886,condensed milk
T5886,coffee
T5886,detergent
T5887,whole milk
T5887,pastry
T5888,root vegetables
T5888,onions
T5888,other vegetables
T5888,whole milk
T5889,ice cream
T5890,canned beer
T5891,tropical fruit
T5891,other vegetables
T5891,yogurt
T5891,chewing gum
T5892,citrus fruit
T5892,other vegetables
T5892,packaged fruit
T5892,vegetables
T5892,yogurt
T5892,margarine
T5892,sugar
T5892,artif. sweetener
T5892,baking powder
T5892,candles
T5893,specialty chocolate
T5893,photo
T5893,film
T5894,candy
T5895,margarine
T5895,pickled vegetables
T5895,coffee
T5895,bottled beer
T5895,chocolate marshmallow
T5896,other vegetables
T5896,frozen meals
T5896,domestic eggs
T5897,tropical fruit
T5897,other vegetables
T5897,newspapers
T5898,tropical fruit
T5898,other vegetables
T5898,yogurt
T5899,specialty chocolate
T5900,frankfurter
T5900,sausage
T5900,tropical fruit
T5900,whole milk
T5900,yogurt
T5900,whipped
T5900,sour cream
T5900,white bread
T5900,flour
T5900,oil
T5900,soda
T5900,hygiene articles
T5901,misc. beverages
T5901,waffles
T5901,candy
T5902,tropical fruit
T5902,grapes
T5902,other vegetables
T5902,curd
T5902,beverages
T5902,pastry
T5902,nut snack
T5903,ham
T5903,whole milk
T5903,white bread
T5903,bottled beer
T5904,other vegetables
T5904,soft cheese
T5904,frozen meals
T5904,brown bread
T5904,canned fish
T5905,tropical fruit
T5905,root vegetables
T5905,other vegetables
T5905,curd
T5905,yogurt
T5905,whipped
T5905,sour cream
T5905,cream cheese 
T5905,margarine
T5905,bottled water
T5905,newspapers
T5906,canned beer
T5907,beef
T5908,hamburger meat
T5908,whole milk
T5908,coffee
T5909,whole milk
T5909,dessert
T5909,beverages
T5909,detergent
T5909,flower (seeds)
T5910,finished products
T5910,beef
T5910,citrus fruit
T5910,yogurt
T5910,frozen potato products
T5910,pastry
T5910,soups
T5910,coffee
T5910,candy
T5911,other vegetables
T5911,yogurt
T5911,white bread
T5912,citrus fruit
T5912,other vegetables
T5912,UHT-milk
T5912,rolls
T5912,buns
T5912,flour
T5913,sausage
T5913,other vegetables
T5913,rolls
T5913,buns
T5913,fruit
T5913,vegetable juice
T5914,sausage
T5914,yogurt
T5914,rolls
T5914,buns
T5915,pork
T5915,newspapers
T5916,berries
T5916,other vegetables
T5916,yogurt
T5916,margarine
T5916,mustard
T5916,fruit
T5916,vegetable juice
T5916,detergent
T5917,sausage
T5917,pip fruit
T5917,processed cheese
T5917,frozen meals
T5917,pastry
T5917,semi-finished bread
T5917,dog food
T5917,syrup
T5918,berries
T5918,pastry
T5918,sugar
T5918,soda
T5918,chocolate
T5918,make up remover
T5919,sausage
T5919,liver loaf
T5919,ham
T5919,pip fruit
T5919,yogurt
T5919,soft cheese
T5919,sliced cheese
T5919,rolls
T5919,buns
T5919,white bread
T5919,brown bread
T5919,pastry
T5919,soda
T5919,canned beer
T5919,newspapers
T5919,shopping bags
T5920,pasta
T5921,other vegetables
T5921,chocolate marshmallow
T5922,sausage
T5922,beef
T5922,hamburger meat
T5922,other vegetables
T5922,whole milk
T5922,butter
T5922,domestic eggs
T5922,roll products 
T5922,sauces
T5922,bottled beer
T5923,other vegetables
T5923,curd
T5923,soups
T5923,pudding powder
T5923,canned fish
T5924,frankfurter
T5924,sausage
T5924,pork
T5924,pip fruit
T5924,onions
T5924,whole milk
T5924,domestic eggs
T5924,brown bread
T5924,hygiene articles
T5924,newspapers
T5925,sausage
T5926,UHT-milk
T5926,brown bread
T5926,mustard
T5926,coffee
T5926,soda
T5926,dish cleaner
T5927,whole milk
T5927,butter
T5928,misc. beverages
T5928,napkins
T5929,liver loaf
T5929,dessert
T5929,domestic eggs
T5929,soda
T5929,cleaner
T5929,shopping bags
T5930,pet care
T5930,bottled water
T5930,soda
T5930,liquor (appetizer)
T5931,whole milk
T5931,whipped
T5931,sour cream
T5931,cream cheese 
T5931,soda
T5932,chicken
T5932,other vegetables
T5933,dessert
T5933,long life bakery product
T5934,pork
T5934,beef
T5934,soda
T5934,canned beer
T5935,beef
T5935,root vegetables
T5935,packaged fruit
T5935,vegetables
T5935,whole milk
T5935,rolls
T5935,buns
T5935,pastry
T5935,oil
T5935,bottled water
T5935,soda
T5935,canned beer
T5936,soda
T5936,soap
T5937,pet care
T5937,coffee
T5937,bottled beer
T5938,root vegetables
T5938,whipped
T5938,sour cream
T5939,tropical fruit
T5939,pip fruit
T5939,whole milk
T5939,yogurt
T5939,frozen meals
T5939,rolls
T5939,buns
T5939,soda
T5939,candy
T5939,kitchen towels
T5940,chicken
T5940,root vegetables
T5940,other vegetables
T5940,whole milk
T5940,frozen vegetables
T5940,rolls
T5940,buns
T5940,margarine
T5940,soda
T5941,soda
T5941,misc. beverages
T5942,chicken
T5942,root vegetables
T5943,tropical fruit
T5943,yogurt
T5943,beverages
T5943,UHT-milk
T5943,fruit
T5943,vegetable juice
T5943,hygiene articles
T5944,beverages
T5944,specialty bar
T5945,onions
T5946,whole milk
T5946,bottled beer
T5946,rum
T5947,chicken
T5947,soda
T5948,tropical fruit
T5948,yogurt
T5948,frozen dessert
T5948,domestic eggs
T5948,tea
T5949,citrus fruit
T5949,bottled water
T5949,dishes
T5950,semi-finished bread
T5950,bottled beer
T5950,liquor
T5951,tropical fruit
T5951,other vegetables
T5951,curd
T5951,dessert
T5951,sliced cheese
T5951,white bread
T5951,soda
T5951,fruit
T5951,vegetable juice
T5952,hamburger meat
T5952,citrus fruit
T5952,tropical fruit
T5952,whole milk
T5952,yogurt
T5952,brown bread
T5952,napkins
T5952,shopping bags
T5953,sausage
T5953,hamburger meat
T5953,whole milk
T5953,dessert
T5953,rolls
T5953,buns
T5953,specialty chocolate
T5953,detergent
T5954,tropical fruit
T5954,other vegetables
T5954,pastry
T5954,long life bakery product
T5954,waffles
T5954,chocolate
T5954,specialty bar
T5954,shopping bags
T5955,curd
T5956,tropical fruit
T5956,yogurt
T5956,rolls
T5956,buns
T5957,tropical fruit
T5957,other vegetables
T5957,pickled vegetables
T5958,whole milk
T5958,whipped
T5958,sour cream
T5958,pastry
T5958,salty snack
T5958,long life bakery product
T5958,chewing gum
T5959,zwieback
T5960,cream cheese 
T5960,spread cheese
T5961,rolls
T5961,buns
T5961,specialty bar
T5962,meat
T5962,tropical fruit
T5962,other vegetables
T5962,candy
T5963,brown bread
T5963,sauces
T5963,pet care
T5964,soda
T5965,UHT-milk
T5965,brown bread
T5965,coffee
T5965,shopping bags
T5966,frankfurter
T5966,organic sausage
T5966,whole milk
T5966,chewing gum
T5967,meat
T5967,chicken
T5967,root vegetables
T5967,other vegetables
T5967,whole milk
T5967,whipped
T5967,sour cream
T5967,rolls
T5967,buns
T5967,abrasive cleaner
T5967,cleaner
T5967,napkins
T5967,house keeping products
T5968,whole milk
T5969,sausage
T5969,hamburger meat
T5969,packaged fruit
T5969,vegetables
T5969,whole milk
T5969,processed cheese
T5969,frozen vegetables
T5969,rolls
T5969,buns
T5969,white bread
T5969,tea
T5969,long life bakery product
T5969,cling film
T5969,bags
T5969,photo
T5969,film
T5970,herbs
T5970,other vegetables
T5970,sliced cheese
T5970,cream cheese 
T5970,salt
T5970,oil
T5970,margarine
T5970,fruit
T5970,vegetable juice
T5970,bottled beer
T5970,chewing gum
T5970,hygiene articles
T5971,whole milk
T5971,butter milk
T5972,other vegetables
T5973,brown bread
T5973,jam
T5973,fruit
T5973,vegetable juice
T5974,whipped
T5974,sour cream
T5975,other vegetables
T5975,baking powder
T5975,napkins
T5976,pork
T5976,tropical fruit
T5976,whole milk
T5976,rolls
T5976,buns
T5976,chocolate
T5976,newspapers
T5977,flower soil
T5977,fertilizer
T5978,whole milk
T5978,bottled water
T5979,grapes
T5979,root vegetables
T5979,whole milk
T5979,curd
T5979,whipped
T5979,sour cream
T5979,jam
T5980,liver loaf
T5980,pork
T5980,citrus fruit
T5980,other vegetables
T5980,yogurt
T5980,misc. beverages
T5981,rolls
T5981,buns
T5982,citrus fruit
T5982,tropical fruit
T5982,onions
T5982,whole milk
T5982,domestic eggs
T5982,cat food
T5983,sausage
T5983,whole milk
T5984,pastry
T5984,jam
T5985,beverages
T5985,bottled water
T5985,long life bakery product
T5986,beverages
T5986,brown bread
T5986,pastry
T5986,soda
T5986,newspapers
T5986,shopping bags
T5987,other vegetables
T5987,whole milk
T5987,brown bread
T5987,cat food
T5987,chewing gum
T5987,napkins
T5988,tropical fruit
T5988,packaged fruit
T5988,vegetables
T5988,sliced cheese
T5989,beef
T5989,root vegetables
T5989,white bread
T5989,soda
T5990,frozen dessert
T5990,margarine
T5990,canned fruit
T5990,soda
T5990,shopping bags
T5991,soda
T5992,pork
T5992,specialty vegetables
T5992,bottled water
T5992,soda
T5992,bottled beer
T5993,rolls
T5993,buns
T5993,bottled water
T5993,dental care
T5993,shopping bags
T5994,domestic eggs
T5994,salty snack
T5994,popcorn
T5994,napkins
T5995,whole milk
T5995,jam
T5995,canned fish
T5995,waffles
T5996,candy
T5997,pork
T5997,other vegetables
T5997,curd
T5997,whipped
T5997,sour cream
T5997,brown bread
T5997,oil
T5997,sugar
T5997,ketchup
T5997,salty snack
T5998,frankfurter
T5998,meat
T5998,pip fruit
T5998,ice cream
T5998,brown bread
T5998,pickled vegetables
T5998,jam
T5998,canned fish
T5998,liquor
T5998,waffles
T5998,newspapers
T5999,ham
T5999,UHT-milk
T6000,salty snack
T6001,whole milk
T6001,cake bar
T6002,canned beer
T6003,newspapers
T6004,hard cheese
T6004,rolls
T6004,buns
T6004,sugar
T6004,candy
T6005,tropical fruit
T6005,root vegetables
T6005,whole milk
T6005,butter
T6005,chocolate
T6006,yogurt
T6006,margarine
T6006,fruit
T6006,vegetable juice
T6006,shopping bags
T6007,tropical fruit
T6007,whole milk
T6007,processed cheese
T6007,brown bread
T6007,flour
T6007,sugar
T6007,sauces
T6007,pet care
T6008,whole milk
T6008,yogurt
T6009,ice cream
T6009,canned beer
T6010,bottled beer
T6011,citrus fruit
T6011,newspapers
T6012,hamburger meat
T6012,citrus fruit
T6012,whole milk
T6012,butter
T6012,yogurt
T6012,cat food
T6012,hygiene articles
T6012,shopping bags
T6013,frozen fish
T6013,sugar
T6013,cake bar
T6013,chocolate marshmallow
T6013,candy
T6014,frozen vegetables
T6015,tropical fruit
T6015,whole milk
T6015,soda
T6015,red
T6015,blush wine
T6016,citrus fruit
T6016,onions
T6016,yogurt
T6016,sliced cheese
T6016,rolls
T6016,buns
T6016,bottled beer
T6016,shopping bags
T6017,sausage
T6017,other vegetables
T6017,curd
T6017,yogurt
T6017,soft cheese
T6017,brown bread
T6017,fruit
T6017,vegetable juice
T6017,chewing gum
T6018,whipped
T6018,sour cream
T6018,frozen vegetables
T6018,hygiene articles
T6019,sausage
T6019,packaged fruit
T6019,vegetables
T6019,whole milk
T6019,dessert
T6019,beverages
T6019,frozen vegetables
T6019,domestic eggs
T6019,brown bread
T6019,pastry
T6019,margarine
T6019,mustard
T6019,coffee
T6019,soda
T6019,bottled beer
T6020,yogurt
T6020,beverages
T6020,frozen meals
T6020,long life bakery product
T6021,pastry
T6021,soda
T6022,pork
T6022,white bread
T6022,make up remover
T6022,napkins
T6023,curd
T6023,dog food
T6023,bottled beer
T6024,sausage
T6024,rolls
T6024,buns
T6024,soda
T6025,sausage
T6025,rolls
T6025,buns
T6025,fruit
T6025,vegetable juice
T6026,berries
T6026,pastry
T6026,seasonal products
T6026,shopping bags
T6027,root vegetables
T6027,herbs
T6027,other vegetables
T6027,candy
T6027,seasonal products
T6027,shopping bags
T6028,rolls
T6028,buns
T6029,domestic eggs
T6029,soda
T6029,cake bar
T6030,tidbits
T6030,rolls
T6030,buns
T6030,instant coffee
T6030,soda
T6030,waffles
T6031,curd
T6031,rolls
T6031,buns
T6031,long life bakery product
T6032,hygiene articles
T6033,spread cheese
T6033,rolls
T6033,buns
T6033,canned fish
T6034,berries
T6034,yogurt
T6034,misc. beverages
T6034,canned beer
T6034,liquor
T6034,cake bar
T6035,coffee
T6035,soda
T6036,other vegetables
T6036,whole milk
T6036,rolls
T6036,buns
T6037,frankfurter
T6037,other vegetables
T6037,whole milk
T6037,coffee
T6037,hygiene articles
T6038,sausage
T6038,citrus fruit
T6038,whole milk
T6038,pastry
T6038,bottled water
T6038,soda
T6038,bottled beer
T6038,canned beer
T6039,ice cream
T6040,frankfurter
T6040,soft cheese
T6040,rolls
T6040,buns
T6040,canned beer
T6041,dessert
T6041,fruit
T6041,vegetable juice
T6041,long life bakery product
T6041,waffles
T6042,ham
T6043,semi-finished bread
T6043,long life bakery product
T6043,waffles
T6043,detergent
T6043,newspapers
T6043,shopping bags
T6044,whole milk
T6044,whipped
T6044,sour cream
T6045,root vegetables
T6045,yogurt
T6045,cat food
T6045,coffee
T6045,cling film
T6045,bags
T6046,beef
T6046,rolls
T6046,buns
T6046,canned beer
T6046,napkins
T6047,citrus fruit
T6047,pip fruit
T6047,white bread
T6047,brown bread
T6047,pastry
T6047,waffles
T6048,citrus fruit
T6049,bottled water
T6050,pork
T6050,other vegetables
T6050,whole milk
T6050,yogurt
T6050,frozen fish
T6050,rolls
T6050,buns
T6050,roll products 
T6050,flour
T6050,specialty fat
T6050,sugar
T6050,bottled water
T6050,soda
T6051,frankfurter
T6051,whole milk
T6051,mustard
T6051,chewing gum
T6052,berries
T6052,root vegetables
T6052,whole milk
T6053,bottled beer
T6053,liquor
T6054,ham
T6054,yogurt
T6054,cling film
T6054,bags
T6055,whole milk
T6055,margarine
T6056,coffee
T6057,chicken
T6057,beef
T6057,tropical fruit
T6057,berries
T6057,frozen vegetables
T6057,zwieback
T6057,dishes
T6058,frankfurter
T6058,rolls
T6058,buns
T6058,chocolate
T6059,beef
T6059,butter
T6060,canned beer
